,model,source,target,similarity
3162,Julian,105435,177381,0.208
3163,Julian,074688,128653,0.238
3164,Julian,105847,048751,0.216
3165,Julian,168150,179155,0.206
3166,Julian,030663,197143,0.213
3167,Julian,081710,150983,0.233
3168,Julian,198796,148786,0.209
3169,Julian,144380,151701,0.209
3170,Julian,117195,007361,0.245
3171,Julian,109820,019101,0.237
3172,Julian,109452,147932,0.213
3173,Julian,088029,028009,0.226
3174,Julian,063476,092736,0.226
3175,Julian,185891,180993,0.203
3176,Julian,147940,073072,0.209
3177,Julian,147532,171567,0.208
3178,Julian,021571,125536,0.2
3179,Julian,179242,147244,0.202
3180,Julian,090870,071914,0.204
3181,Julian,021903,173936,0.222
3182,Julian,114727,109794,0.22
3183,Julian,016538,072060,0.223
3184,Julian,126030,184739,0.217
3185,Julian,155092,065000,0.226
3186,Julian,013266,188028,0.225
3187,Julian,138985,154262,0.237
3188,Julian,106520,123695,0.207
3189,Julian,131569,090149,0.221
3190,Julian,180868,146713,0.225
3191,Julian,159752,109685,0.215
3192,Julian,134237,062540,0.221
3193,Julian,167022,177075,0.249
3194,Julian,114080,159494,0.206
3195,Julian,008758,071514,0.222
3196,Julian,052274,165316,0.237
3197,Julian,095889,076898,0.224
3198,Julian,057958,106190,0.209
3199,Julian,024588,112503,0.221
3200,Julian,110639,179293,0.246
3201,Julian,012854,021666,0.237
3202,Julian,017378,049234,0.224
3203,Julian,115167,053723,0.206
3204,Julian,020331,002443,0.214
3205,Julian,053393,053055,0.242
3206,Julian,178870,157873,0.21
3207,Julian,000186,164924,0.201
3208,Julian,029408,092453,0.223
3209,Julian,073124,107312,0.214
3210,Julian,146372,104048,0.213
3211,Julian,174465,111244,0.244
3212,Julian,032691,138281,0.209
3213,Julian,119100,127081,0.217
3214,Julian,061323,066796,0.213
3215,Julian,139410,103881,0.236
3216,Julian,012381,055851,0.236
3217,Julian,053434,061742,0.21
3218,Julian,009118,130748,0.209
3219,Julian,020496,033861,0.207
3220,Julian,135805,097809,0.242
3221,Julian,184504,174658,0.206
3222,Julian,135477,155326,0.201
3223,Julian,184976,175870,0.208
3224,Julian,000621,089208,0.204
3225,Julian,158112,090063,0.21
3226,Julian,041194,028629,0.244
3227,Julian,032136,082512,0.21
3228,Julian,130329,167108,0.205
3229,Julian,107360,089826,0.207
3230,Julian,198822,048446,0.214
3231,Julian,129523,106141,0.203
3232,Julian,071210,142514,0.201
3233,Julian,198450,169014,0.203
3234,Julian,129951,105269,0.207
3235,Julian,144046,128415,0.224
3236,Julian,200857,118044,0.204
3237,Julian,141718,070822,0.21
3238,Julian,043507,111295,0.237
3239,Julian,168296,142080,0.216
3240,Julian,043975,096628,0.208
3241,Julian,148021,081551,0.238
3242,Julian,194845,079369,0.249
3243,Julian,117253,185053,0.206
3244,Julian,022005,127050,0.218
3245,Julian,137743,045434,0.207
3246,Julian,186630,172304,0.205
3247,Julian,058039,177206,0.203
3248,Julian,002967,191292,0.223
3249,Julian,030202,099106,0.231
3250,Julian,081371,201265,0.209
3251,Julian,156241,166166,0.207
3252,Julian,039949,159961,0.213
3253,Julian,063017,149576,0.218
3254,Julian,161208,181254,0.206
3255,Julian,066749,009795,0.207
3256,Julian,023645,148449,0.229
3257,Julian,116861,016188,0.211
3258,Julian,116413,057872,0.218
3259,Julian,097068,132013,0.202
3260,Julian,149661,099584,0.242
3261,Julian,011152,069711,0.205
3262,Julian,042347,095972,0.217
3263,Julian,182089,092111,0.213
3264,Julian,140158,075583,0.211
3265,Julian,177111,066202,0.201
3266,Julian,145606,154334,0.212
3267,Julian,047419,145762,0.22
3268,Julian,092091,196299,0.202
3269,Julian,160448,080812,0.203
3270,Julian,062657,155422,0.202
3271,Julian,113898,086631,0.219
3272,Julian,157401,071107,0.203
3273,Julian,104614,130746,0.201
3274,Julian,006879,120103,0.203
3275,Julian,042892,084273,0.241
3276,Julian,080943,168247,0.229
3277,Julian,080531,104099,0.204
3278,Julian,003355,146065,0.208
3279,Julian,115506,164524,0.201
3280,Julian,115974,051465,0.212
3281,Julian,196362,035300,0.21
3282,Julian,012047,201439,0.224
3283,Julian,048919,000536,0.247
3284,Julian,083383,146804,0.212
3285,Julian,119561,103732,0.244
3286,Julian,029069,143749,0.204
3287,Julian,073545,102729,0.213
3288,Julian,139071,032221,0.202
3289,Julian,154966,185840,0.221
3290,Julian,107701,177667,0.247
3291,Julian,083424,065461,0.205
3292,Julian,032557,144592,0.222
3293,Julian,041987,067023,0.201
3294,Julian,083856,001105,0.2
3295,Julian,158573,194087,0.228
3296,Julian,184165,122004,0.222
3297,Julian,037209,096867,0.238
3298,Julian,072305,098203,0.211
3299,Julian,185082,182172,0.228
3300,Julian,077829,041690,0.249
3301,Julian,175644,060102,0.207
3302,Julian,040860,144097,0.238
3303,Julian,040412,103328,0.201
3304,Julian,118321,121792,0.209
3305,Julian,138196,175695,0.208
3306,Julian,126451,147236,0.202
3307,Julian,155881,160899,0.211
3308,Julian,126823,059836,0.222
3309,Julian,197522,170327,0.205
3310,Julian,114346,134990,0.201
3311,Julian,016159,201784,0.207
3312,Julian,021110,011004,0.206
3313,Julian,185725,061034,0.228
3314,Julian,036449,151864,0.224
3315,Julian,045899,137350,0.228
3316,Julian,001872,067755,0.238
3317,Julian,001400,011772,0.236
3318,Julian,118486,115796,0.235
3319,Julian,033317,064557,0.209
3320,Julian,155354,046631,0.201
3321,Julian,138631,000815,0.229
3322,Julian,189742,057951,0.204
3323,Julian,008339,191996,0.206
3324,Julian,052615,181723,0.204
3325,Julian,179184,182262,0.205
3326,Julian,114893,184483,0.223
3327,Julian,167831,034121,0.233
3328,Julian,126480,110478,0.228
3329,Julian,052163,192387,0.205
3330,Julian,147182,152503,0.235
3331,Julian,134120,051120,0.241
3332,Julian,159837,197254,0.201
3333,Julian,159445,085345,0.206
3334,Julian,033813,124139,0.203
3335,Julian,082960,016412,0.2
3336,Julian,033461,186878,0.217
3337,Julian,106637,139906,0.208
3338,Julian,189793,001989,0.206
3339,Julian,126327,041472,0.239
3340,Julian,024138,156537,0.244
3341,Julian,114842,088214,0.231
3342,Julian,123479,110876,0.232
3343,Julian,072473,171106,0.221
3344,Julian,036498,082912,0.244
3345,Julian,134687,051817,0.221
3346,Julian,147625,148840,0.21
3347,Julian,175132,058665,0.237
3348,Julian,118457,183279,0.217
3349,Julian,000944,134486,0.218
3350,Julian,158205,084612,0.202
3351,Julian,184613,037742,0.214
3352,Julian,135760,113788,0.218
3353,Julian,166575,039998,0.208
3354,Julian,020781,094436,0.229
3355,Julian,139707,187367,0.212
3356,Julian,110289,031334,0.217
3357,Julian,188674,031346,0.244
3358,Julian,083887,027210,0.2
3359,Julian,130799,082216,0.215
3360,Julian,202406,065813,0.222
3361,Julian,073233,105496,0.201
3362,Julian,122239,099443,0.207
3363,Julian,178715,063637,0.216
3364,Julian,020026,131670,0.208
3365,Julian,053084,060788,0.226
3366,Julian,091155,042307,0.223
3367,Julian,115270,101377,0.235
3368,Julian,025778,101138,0.2
3369,Julian,196414,039411,0.234
3370,Julian,127915,172800,0.227
3371,Julian,012731,080931,0.205
3372,Julian,061793,002263,0.233
3373,Julian,104162,171211,0.208
3374,Julian,169407,128235,0.224
3375,Julian,080247,091651,0.23
3376,Julian,140189,121359,0.215
3377,Julian,169875,161826,0.238
3378,Julian,003423,131349,0.201
3379,Julian,070481,158946,0.207
3380,Julian,003851,009116,0.204
3381,Julian,136675,033000,0.2
3382,Julian,165812,174239,0.236
3383,Julian,023694,075478,0.227
3384,Julian,108105,124589,0.213
3385,Julian,062121,139709,0.231
3386,Julian,055168,099495,0.214
3387,Julian,042843,165001,0.242
3388,Julian,201961,029950,0.229
3389,Julian,201513,035804,0.215
3390,Julian,070326,005897,0.219
3391,Julian,172139,104323,0.227
3392,Julian,199914,078955,0.201
3393,Julian,128867,055975,0.203
3394,Julian,199566,083320,0.208
3395,Julian,050191,127106,0.209
3396,Julian,092040,198354,0.22
3397,Julian,023133,039706,0.216
3398,Julian,124800,064718,0.202
3399,Julian,195501,055909,0.202
3400,Julian,124472,186693,0.21
3401,Julian,195973,043797,0.208
3402,Julian,160499,067968,0.208
3403,Julian,062686,013027,0.226
3404,Julian,194894,047533,0.22
3405,Julian,156945,200353,0.212
3406,Julian,125595,102603,0.221
3407,Julian,054728,063300,0.227
3408,Julian,063761,182727,0.211
3409,Julian,109745,101873,0.22
3410,Julian,117282,061356,0.206
3411,Julian,164220,144389,0.241
3412,Julian,137035,103508,0.212
3413,Julian,046288,075645,0.221
3414,Julian,200886,199720,0.215
3415,Julian,186146,028241,0.203
3416,Julian,198481,062887,0.216
3417,Julian,081875,082059,0.202
3418,Julian,030906,125090,0.205
3419,Julian,081407,052826,0.227
3420,Julian,088499,028299,0.228
3421,Julian,010064,021097,0.201
3422,Julian,194341,021207,0.203
3423,Julian,156290,082438,0.223
3424,Julian,125232,138198,0.201
3425,Julian,066798,200457,0.202
3426,Julian,117957,111532,0.228
3427,Julian,022773,145511,0.21
3428,Julian,071566,197806,0.201
3429,Julian,129255,033156,0.2
3430,Julian,144730,058900,0.213
3431,Julian,137792,189668,0.201
3432,Julian,074238,147418,0.221
3433,Julian,105085,041556,0.219
3434,Julian,168992,111625,0.201
3435,Julian,043271,144884,0.206
3436,Julian,184272,064474,0.235
3437,Julian,000157,002349,0.224
3438,Julian,102348,034540,0.219
3439,Julian,083733,177502,0.22
3440,Julian,032640,117144,0.241
3441,Julian,107864,191947,0.203
3442,Julian,107416,012885,0.213
3443,Julian,154603,055880,0.204
3444,Julian,139366,174417,0.206
3445,Julian,061827,076849,0.2
3446,Julian,091293,134294,0.214
3447,Julian,166114,196930,0.224
3448,Julian,202067,031715,0.228
3449,Julian,146404,007353,0.218
3450,Julian,083094,140861,0.21
3451,Julian,119676,143611,0.203
3452,Julian,012350,185395,0.204
3453,Julian,025319,136510,0.204
3454,Julian,196075,080654,0.207
3455,Julian,115611,094721,0.205
3456,Julian,053897,170797,0.224
3457,Julian,122658,136517,0.204
3458,Julian,091946,014108,0.218
3459,Julian,020447,012743,0.201
3460,Julian,065939,041800,0.242
3461,Julian,052502,052667,0.228
3462,Julian,189827,101986,0.206
3463,Julian,138526,055093,0.204
3464,Julian,138954,130907,0.22
3465,Julian,155043,135109,0.224
3466,Julian,004049,144666,0.22
3467,Julian,082173,188511,0.204
3468,Julian,001717,020601,0.217
3469,Julian,185432,152162,0.25
3470,Julian,134933,062818,0.249
3471,Julian,147991,125852,0.239
3472,Julian,179534,103422,0.203
3473,Julian,179946,092738,0.209
3474,Julian,090374,170168,0.218
3475,Julian,114051,151416,0.206
3476,Julian,057989,033187,0.222
3477,Julian,126746,189380,0.209
3478,Julian,095858,000538,0.202
3479,Julian,024559,085055,0.213
3480,Julian,013510,161322,0.223
3481,Julian,013962,101716,0.232
3482,Julian,142968,018619,0.231
3483,Julian,118036,157069,0.201
3484,Julian,175921,180530,0.216
3485,Julian,106983,163301,0.221
3486,Julian,159783,099349,0.213
3487,Julian,072012,125621,0.237
3488,Julian,164641,079243,0.209
3489,Julian,078199,035476,0.202
3490,Julian,051417,110251,0.206
3491,Julian,148491,146289,0.222
3492,Julian,156156,200573,0.246
3493,Julian,030115,200825,0.209
3494,Julian,168626,172409,0.21
3495,Julian,002602,190714,0.23
3496,Julian,200095,099190,0.208
3497,Julian,186955,154348,0.235
3498,Julian,084738,022238,0.221
3499,Julian,137826,097699,0.246
3500,Julian,186527,068297,0.211
3501,Julian,022312,184793,0.245
3502,Julian,194720,130662,0.224
3503,Julian,125653,192427,0.206
3504,Julian,010405,194752,0.225
3505,Julian,148336,175257,0.203
3506,Julian,168181,046405,0.213
3507,Julian,105896,050921,0.202
3508,Julian,176446,198908,0.202
3509,Julian,176834,086526,0.236
3510,Julian,144351,142219,0.204
3511,Julian,129634,009325,0.206
3512,Julian,198747,197069,0.215
3513,Julian,058489,056291,0.222
3514,Julian,085178,026450,0.235
3515,Julian,003042,161792,0.205
3516,Julian,169066,091709,0.203
3517,Julian,080626,097980,0.213
3518,Julian,133938,150637,0.207
3519,Julian,062932,152995,0.241
3520,Julian,011990,030749,0.204
3521,Julian,108916,181228,0.205
3522,Julian,190199,038768,0.217
3523,Julian,152048,094340,0.237
3524,Julian,050257,173538,0.207
3525,Julian,108564,121743,0.203
3526,Julian,070747,102175,0.235
3527,Julian,101988,100537,0.219
3528,Julian,128074,005433,0.209
3529,Julian,172558,053027,0.202
3530,Julian,199107,096938,0.23
3531,Julian,201172,075133,0.221
3532,Julian,145963,133001,0.225
3533,Julian,075019,130900,0.208
3534,Julian,080181,015166,0.202
3535,Julian,042050,092660,0.214
3536,Julian,149904,103385,0.222
3537,Julian,011245,147650,0.2
3538,Julian,014969,079947,0.228
3539,Julian,023920,075224,0.201
3540,Julian,092421,170509,0.22
3541,Julian,023552,016944,0.209
3542,Julian,019677,185518,0.203
3543,Julian,183095,070422,0.245
3544,Julian,046877,189209,0.203
3545,Julian,200279,071175,0.244
3546,Julian,120834,072873,0.206
3547,Julian,191535,163553,0.227
3548,Julian,120446,154494,0.206
3549,Julian,078375,020343,0.207
3550,Julian,153896,172924,0.207
3551,Julian,027107,060449,0.201
3552,Julian,125318,076447,0.205
3553,Julian,132641,169807,0.206
3554,Julian,183732,030385,0.201
3555,Julian,105608,120020,0.205
3556,Julian,007417,151295,0.212
3557,Julian,153343,200618,0.203
3558,Julian,066115,034418,0.217
3559,Julian,054602,152614,0.217
3560,Julian,112884,095617,0.207
3561,Julian,161454,004096,0.226
3562,Julian,039367,064691,0.204
3563,Julian,097634,021503,0.217
3564,Julian,026747,086402,0.201
3565,Julian,038280,135257,0.222
3566,Julian,113963,193392,0.219
3567,Julian,113511,000936,0.224
3568,Julian,108788,020847,0.235
3569,Julian,023019,166329,0.242
3570,Julian,085394,021275,0.222
3571,Julian,018037,014396,0.248
3572,Julian,042969,117718,0.244
3573,Julian,006982,016291,0.213
3574,Julian,075920,069874,0.21
3575,Julian,038955,057139,0.227
3576,Julian,089454,154784,0.206
3577,Julian,160214,039549,0.202
3578,Julian,038527,132220,0.208
3579,Julian,055042,076608,0.228
3580,Julian,165938,124145,0.201
3581,Julian,152971,187002,0.207
3582,Julian,079292,091999,0.226
3583,Julian,003509,034236,0.21
3584,Julian,128298,155906,0.245
3585,Julian,047990,169475,0.208
3586,Julian,034932,064473,0.203
3587,Julian,025652,101060,0.217
3588,Julian,048337,201837,0.232
3589,Julian,110404,070385,0.219
3590,Julian,193260,017193,0.21
3591,Julian,017145,102513,0.207
3592,Julian,086281,135712,0.2
3593,Julian,044350,017283,0.232
3594,Julian,098746,190309,0.203
3595,Julian,029635,158038,0.218
3596,Julian,073319,158886,0.218
3597,Julian,076835,160675,0.204
3598,Julian,056157,100994,0.229
3599,Julian,094086,176266,0.201
3600,Julian,029192,159172,0.206
3601,Julian,037827,148082,0.241
3602,Julian,037455,014081,0.21
3603,Julian,175018,123582,0.204
3604,Julian,077207,157581,0.204
3605,Julian,142051,052098,0.202
3606,Julian,072559,042022,0.219
3607,Julian,028075,117640,0.226
3608,Julian,170746,109613,0.211
3609,Julian,045962,095161,0.211
3610,Julian,114968,018487,0.222
3611,Julian,192852,005055,0.202
3612,Julian,123553,088562,0.208
3613,Julian,123921,196771,0.228
3614,Julian,024012,071109,0.203
3615,Julian,033939,128232,0.201
3616,Julian,131754,036608,0.204
3617,Julian,004970,099728,0.223
3618,Julian,004502,197696,0.226
3619,Julian,036215,181406,0.221
3620,Julian,008565,201089,0.219
3621,Julian,150256,008672,0.206
3622,Julian,052049,164987,0.216
3623,Julian,090198,097255,0.203
3624,Julian,008917,136897,0.205
3625,Julian,162541,127726,0.207
3626,Julian,111991,028362,0.217
3627,Julian,162933,168628,0.215
3628,Julian,014843,026574,0.209
3629,Julian,023478,169137,0.238
3630,Julian,121667,182961,0.223
3631,Julian,092979,049738,0.23
3632,Julian,079154,125412,0.207
3633,Julian,089792,017987,0.219
3634,Julian,113170,035224,0.203
3635,Julian,026326,191185,0.214
3636,Julian,018456,028530,0.232
3637,Julian,047624,006521,0.204
3638,Julian,145849,163528,0.203
3639,Julian,187998,033537,0.204
3640,Julian,136499,134152,0.23
3641,Julian,116189,147657,0.214
3642,Julian,026481,022295,0.211
3643,Julian,055423,193601,0.22
3644,Julian,089035,176897,0.249
3645,Julian,133460,024764,0.224
3646,Julian,133812,025545,0.207
3647,Julian,006636,118425,0.202
3648,Julian,075694,087599,0.216
3649,Julian,047183,009744,0.209
3650,Julian,003168,179680,0.214
3651,Julian,046064,077571,0.218
3652,Julian,173232,148432,0.208
3653,Julian,100290,099915,0.249
3654,Julian,141525,041378,0.21
3655,Julian,019216,087624,0.229
3656,Julian,141957,031390,0.238
3657,Julian,183886,105331,0.218
3658,Julian,074773,004854,0.243
3659,Julian,027914,184794,0.208
3660,Julian,096415,014892,0.219
3661,Julian,027566,132800,0.228
3662,Julian,125779,164194,0.236
3663,Julian,112730,005448,0.206
3664,Julian,153085,151818,0.204
3665,Julian,120027,033009,0.211
3666,Julian,078714,159513,0.216
3667,Julian,002728,134865,0.213
3668,Julian,058204,175140,0.231
3669,Julian,035761,084164,0.214
3670,Julian,007076,010553,0.204
3671,Julian,112097,148788,0.246
3672,Julian,088675,096363,0.21
3673,Julian,161035,127431,0.23
3674,Julian,120780,152730,0.212
3675,Julian,153722,041587,0.212
3676,Julian,045171,197226,0.209
3677,Julian,099567,132556,0.247
3678,Julian,028866,150141,0.227
3679,Julian,072138,077311,0.228
3680,Julian,028414,152737,0.232
3681,Julian,131492,063768,0.216
3682,Julian,142842,108053,0.233
3683,Julian,142430,092049,0.222
3684,Julian,175479,012116,0.224
3685,Julian,077666,141253,0.219
3686,Julian,024473,056318,0.207
3687,Julian,024801,198044,0.204
3688,Julian,049116,127515,0.204
3689,Julian,060498,115202,0.24
3690,Julian,123132,021420,0.207
3691,Julian,192041,093213,0.202
3692,Julian,150190,071842,0.205
3693,Julian,103850,048104,0.208
3694,Julian,170480,073945,0.229
3695,Julian,036674,137381,0.22
3696,Julian,040188,087410,0.24
3697,Julian,142397,176176,0.211
3698,Julian,180246,088178,0.202
3699,Julian,069406,188956,0.225
3700,Julian,131335,081924,0.206
3701,Julian,162120,168316,0.214
3702,Julian,111182,017633,0.241
3703,Julian,057376,019444,0.242
3704,Julian,155169,156505,0.238
3705,Julian,017524,029522,0.219
3706,Julian,017956,157806,0.203
3707,Julian,064586,069522,0.216
3708,Julian,122772,106878,0.23
3709,Julian,139999,159678,0.234
3710,Julian,110065,036563,0.237
3711,Julian,188498,015507,0.201
3712,Julian,025233,033365,0.219
3713,Julian,143270,094391,0.205
3714,Julian,068993,003907,0.212
3715,Julian,171915,008214,0.208
3716,Julian,098327,095733,0.205
3717,Julian,037793,134076,0.25
3718,Julian,044731,086769,0.206
3719,Julian,053268,080543,0.23
3720,Julian,151077,115574,0.235
3721,Julian,064221,044096,0.202
3722,Julian,025594,056621,0.21
3723,Julian,056944,048787,0.204
3724,Julian,094895,004828,0.221
3725,Julian,163760,050132,0.203
3726,Julian,083619,050879,0.201
3727,Julian,068246,190630,0.22
3728,Julian,076781,060606,0.21
3729,Julian,005723,118459,0.202
3730,Julian,086147,119893,0.219
3731,Julian,098480,097523,0.212
3732,Julian,102262,127396,0.207
3733,Julian,068942,175405,0.206
3734,Julian,130203,118353,0.212
3735,Julian,068530,132765,0.231
3736,Julian,029285,160027,0.219
3737,Julian,102966,123225,0.222
3738,Julian,102514,063197,0.21
3739,Julian,166748,030270,0.237
3740,Julian,064925,122036,0.202
3741,Julian,056240,070881,0.249
3742,Julian,163016,078768,0.224
3743,Julian,139948,186307,0.232
3744,Julian,188449,079128,0.205
3745,Julian,143506,031080,0.245
3746,Julian,044047,006140,0.206
3747,Julian,017252,167569,0.233
3748,Julian,178528,083037,0.216
3749,Julian,091368,083790,0.248
3750,Julian,193177,091775,0.201
3751,Julian,110713,027692,0.216
